"n","true_dist","assumed_dist","convergence_rate","mean_AIC","sd_AIC","mean_BIC","sd_BIC","mean_loglik","mean_MSE","mean_RMSE","mean_MAE","median_MSE","median_RMSE","median_MAE","mean_sigma_rmse","median_sigma_rmse","mean_variance_rmse","median_variance_rmse","true_dist_label","assumed_dist_label"
2000,"ged","sstd",1,1.8242761223245,0.0617111238059134,1.84387928093289,0.0617111238059134,-1817.2761223245,0.000591686686603637,0.0227222414488626,0.0179773906787345,0.000460939661570071,0.0214695053109902,0.0170089423079098,0.0227222414488626,0.0214695053109902,0.0325294643276001,0.0302548499887552,"GED","Skewed Student-t"
2000,"ged","std",1,1.8237081807309,0.0617039710636146,1.84051088810952,0.0617039710636146,-1817.7081807309,0.000590743090715474,0.0227010677031193,0.0179612779222371,0.000462235481936049,0.0214996622949933,0.0169584956576255,0.0227010677031193,0.0214996622949933,0.0325035636504169,0.0303269456595244,"GED","Student-t"
2000,"norm","ged",1,1.83989693961615,0.0576830244491296,1.85669964699478,0.0576830244491297,-1833.89693961615,0.000406147130093772,0.0189089371888837,0.0150615976691123,0.000335401162027689,0.0183139607842895,0.0145847111207746,0.0189089371888837,0.0183139607842895,0.026203794852957,0.0249877219545345,"Normal","GED"
2000,"norm","norm",1,1.83939284059122,0.0577011731225804,1.85339509674008,0.0577011731225804,-1834.39284059122,0.000405821403169036,0.0189026996425883,0.0150556779599599,0.000333589599768343,0.0182644315071444,0.0146002157201548,0.0189026996425883,0.0182644315071444,0.0261956865830231,0.02494004962092,"Normal","Normal"
2000,"norm","sged",1,1.84034612513221,0.0576707597029461,1.85994928374061,0.0576707597029461,-1833.34612513221,0.000407853621298857,0.0189474934653166,0.015090719593015,0.000333923545727247,0.018273574666856,0.0145593794908399,0.0189474934653166,0.018273574666856,0.0262718115956817,0.0249491248593421,"Normal","Skewed GED"
2000,"norm","sstd",1,1.8413390274019,0.0577754258460919,1.8609421860103,0.0577754258460919,-1834.3390274019,0.000410395348200131,0.019001494967614,0.0151306491370198,0.000336777712832256,0.0183514946981561,0.0146254667117218,0.019001494967614,0.0183514946981561,0.0263867753045732,0.0250928268104962,"Normal","Skewed Student-t"
2000,"norm","std",1,1.84056359081546,0.0577599268155684,1.85736629819409,0.0577599268155684,-1834.56359081546,0.000407459454701951,0.0189385758477659,0.0150831115512046,0.00033553837841093,0.018317702898767,0.0145976279618864,0.0189385758477659,0.018317702898767,0.0262696953463644,0.0249738166628495,"Normal","Student-t"
2000,"sged","ged",1,1.81151915365688,0.0410336436782506,1.82832186103551,0.0410336436782506,-1805.51915365688,0.00068127285477744,0.0245553210947078,0.0198189202730092,0.000569346970603179,0.0238609925258815,0.0192031531115439,0.0245553210947078,0.0238609925258815,0.0319550922198476,0.0304776280223058,"Skewed GED","GED"
2000,"sged","norm",1,1.83572344068579,0.0445183041451169,1.84972569683464,0.0445183041451169,-1830.72344068579,0.000723600491279783,0.0252396069358174,0.0203747464817139,0.000600969967351417,0.0245146888079036,0.0197846043658606,0.0252396069358174,0.0245146888079036,0.0327963136939821,0.0314052307285947,"Skewed GED","Normal"
2000,"sged","sged",1,1.61130894158714,0.0367951809026777,1.63091210019554,0.0367951809026777,-1604.30894158714,0.000365441266083733,0.0177619319072262,0.014810936691662,0.000292649294168727,0.0171069910955567,0.0144265048502433,0.0177619319072262,0.0171069910955567,0.0228362508285507,0.0221019255651711,"Skewed GED","Skewed GED"
